distance,largest_cc,second_largest_cc,number_of_stores,regions,n_regions,second_region,first_region,ratio
35137.7872,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35215.4504,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35293.113600000004,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35370.7768,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35448.44,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35526.103200000005,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35603.7664,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35681.4296,481,0,481,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 82, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17671517671517672
35759.0928,482,0,482,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17634854771784234
35836.756,482,0,482,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17634854771784234
35914.419200000004,482,0,482,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17634854771784234
35992.0824,482,0,482,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17634854771784234
36069.7456,483,0,483,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 75, 'Nordjylland': 23}",5.0,85.0,217.0,0.17598343685300208
36147.408800000005,483,0,483,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 75, 'Nordjylland': 23}",5.0,85.0,217.0,0.17598343685300208
36225.072,483,0,483,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 75, 'Nordjylland': 23}",5.0,85.0,217.0,0.17598343685300208
36302.7352,483,0,483,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 75, 'Nordjylland': 23}",5.0,85.0,217.0,0.17598343685300208
36380.3984,483,0,483,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 75, 'Nordjylland': 23}",5.0,85.0,217.0,0.17598343685300208
36458.0616,484,0,484,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 76, 'Nordjylland': 23}",5.0,85.0,217.0,0.1756198347107438
36535.7248,485,0,485,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 83, 'Midtjylland': 76, 'Nordjylland': 24}",5.0,85.0,217.0,0.17525773195876287
36613.388,486,0,486,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 76, 'Nordjylland': 24}",5.0,85.0,217.0,0.1748971193415638
36691.0512,486,0,486,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 76, 'Nordjylland': 24}",5.0,85.0,217.0,0.1748971193415638
36768.714400000004,486,0,486,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 76, 'Nordjylland': 24}",5.0,85.0,217.0,0.1748971193415638
36846.3776,488,0,488,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 78, 'Nordjylland': 24}",5.0,85.0,217.0,0.17418032786885246
36924.0408,488,0,488,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 78, 'Nordjylland': 24}",5.0,85.0,217.0,0.17418032786885246
37001.704000000005,488,0,488,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 78, 'Nordjylland': 24}",5.0,85.0,217.0,0.17418032786885246
37079.3672,489,0,489,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 84, 'Midtjylland': 79, 'Nordjylland': 24}",5.0,85.0,217.0,0.1738241308793456
37157.0304,490,0,490,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 85, 'Midtjylland': 79, 'Nordjylland': 24}",5.0,85.0,217.0,0.17346938775510204
37234.6936,491,0,491,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 24}",5.0,85.0,217.0,0.17311608961303462
37312.3568,491,0,491,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 24}",5.0,85.0,217.0,0.17311608961303462
37390.020000000004,492,0,492,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 25}",5.0,85.0,217.0,0.17276422764227642
37467.6832,492,0,492,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 25}",5.0,85.0,217.0,0.17276422764227642
37545.3464,492,0,492,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 25}",5.0,85.0,217.0,0.17276422764227642
37623.009600000005,492,0,492,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 25}",5.0,85.0,217.0,0.17276422764227642
37700.6728,492,0,492,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 79, 'Nordjylland': 25}",5.0,85.0,217.0,0.17276422764227642
37778.336,493,0,493,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 86, 'Midtjylland': 80, 'Nordjylland': 25}",5.0,85.0,217.0,0.1724137931034483
37855.9992,494,0,494,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 80, 'Nordjylland': 25}",5.0,86.0,217.0,0.17408906882591094
37933.6624,494,0,494,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 80, 'Nordjylland': 25}",5.0,86.0,217.0,0.17408906882591094
38011.325600000004,494,0,494,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 80, 'Nordjylland': 25}",5.0,86.0,217.0,0.17408906882591094
38088.9888,495,0,495,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 81, 'Nordjylland': 25}",5.0,86.0,217.0,0.17373737373737375
38166.652,496,0,496,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 82, 'Nordjylland': 25}",5.0,86.0,217.0,0.17338709677419356
38244.315200000005,496,0,496,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 82, 'Nordjylland': 25}",5.0,86.0,217.0,0.17338709677419356
38321.9784,496,0,496,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 82, 'Nordjylland': 25}",5.0,86.0,217.0,0.17338709677419356
38399.6416,497,0,497,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 83, 'Nordjylland': 25}",5.0,86.0,217.0,0.17303822937625754
38477.3048,497,0,497,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 83, 'Nordjylland': 25}",5.0,86.0,217.0,0.17303822937625754
38554.968,497,0,497,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 83, 'Nordjylland': 25}",5.0,86.0,217.0,0.17303822937625754
38632.6312,497,0,497,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 83, 'Nordjylland': 25}",5.0,86.0,217.0,0.17303822937625754
38710.2944,498,0,498,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 84, 'Nordjylland': 25}",5.0,86.0,217.0,0.17269076305220885
38787.9576,498,0,498,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 84, 'Nordjylland': 25}",5.0,86.0,217.0,0.17269076305220885
38865.620800000004,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
38943.284,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
39020.9472,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
39098.610400000005,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
39176.2736,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
39253.9368,500,0,500,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 86, 'Nordjylland': 25}",5.0,86.0,217.0,0.172
39331.6,501,0,501,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 87, 'Nordjylland': 25}",5.0,86.0,217.0,0.17165668662674652
39409.2632,501,0,501,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 87, 'Nordjylland': 25}",5.0,86.0,217.0,0.17165668662674652
39486.926400000004,501,0,501,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 87, 'Nordjylland': 25}",5.0,86.0,217.0,0.17165668662674652
39564.5896,501,0,501,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 87, 'Nordjylland': 25}",5.0,86.0,217.0,0.17165668662674652
39642.2528,501,0,501,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 87, 'Nordjylland': 25}",5.0,86.0,217.0,0.17165668662674652
39719.916000000005,502,0,502,"{'Hovedstaden': 217, 'Sjælland': 86, 'Syddanmark': 86, 'Midtjylland': 88, 'Nordjylland': 25}",5.0,86.0,217.0,0.17131474103585656
39797.5792,504,0,504,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 86, 'Midtjylland': 88, 'Nordjylland': 26}",5.0,87.0,217.0,0.17261904761904762
39875.2424,505,0,505,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 86, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17227722772277226
39952.9056,505,0,505,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 86, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17227722772277226
40030.5688,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40108.232,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40185.8952,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40263.5584,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40341.221600000004,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40418.8848,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40496.548,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40574.211200000005,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40651.8744,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40729.5376,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40807.2008,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40884.864,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
40962.527200000004,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
41040.1904,506,0,506,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 87, 'Midtjylland': 88, 'Nordjylland': 27}",5.0,87.0,217.0,0.17193675889328064
41117.8536,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41195.516800000005,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41273.18,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41350.8432,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41428.5064,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41506.1696,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41583.832800000004,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41661.496,508,0,508,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 88, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17125984251968504
41739.1592,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
41816.822400000005,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
41894.4856,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
41972.1488,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42049.812000000005,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42127.4752,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42205.1384,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42282.8016,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42360.4648,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42438.128000000004,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42515.7912,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42593.4544,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42671.117600000005,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42748.7808,509,0,509,"{'Hovedstaden': 217, 'Sjælland': 87, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,87.0,217.0,0.17092337917485265
42826.444,511,0,511,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,89.0,217.0,0.17416829745596868
42904.1072,511,0,511,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,89.0,217.0,0.17416829745596868
42981.7704,511,0,511,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,89.0,217.0,0.17416829745596868
43059.433600000004,511,0,511,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,89.0,217.0,0.17416829745596868
43137.0968,511,0,511,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 28}",5.0,89.0,217.0,0.17416829745596868
43214.76,512,0,512,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 29}",5.0,89.0,217.0,0.173828125
43292.423200000005,512,0,512,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 29}",5.0,89.0,217.0,0.173828125
43370.0864,513,0,513,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 89, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17348927875243664
43447.7496,514,0,514,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17315175097276264
43525.4128,514,0,514,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17315175097276264
43603.076,514,0,514,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17315175097276264
43680.7392,514,0,514,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17315175097276264
43758.4024,514,0,514,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 88, 'Nordjylland': 30}",5.0,89.0,217.0,0.17315175097276264
43836.0656,515,0,515,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 30}",5.0,89.0,217.0,0.17281553398058253
43913.728800000004,515,0,515,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 30}",5.0,89.0,217.0,0.17281553398058253
43991.392,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44069.0552,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44146.718400000005,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44224.3816,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44302.0448,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44379.708,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44457.3712,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44535.034400000004,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44612.6976,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44690.3608,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44768.024000000005,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44845.6872,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
44923.3504,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
45001.0136,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
45078.6768,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
45156.340000000004,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
45234.0032,516,0,516,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Midtjylland': 89, 'Nordjylland': 31}",5.0,89.0,217.0,0.17248062015503876
45311.6664,517,0,517,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Nordjylland': 32, 'Midtjylland': 89}",5.0,89.0,217.0,0.172147001934236
45389.329600000005,517,0,517,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Nordjylland': 32, 'Midtjylland': 89}",5.0,89.0,217.0,0.172147001934236
45466.9928,518,0,518,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 90, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,89.0,217.0,0.1718146718146718
45544.656,519,0,519,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,89.0,217.0,0.17148362235067438
45622.319200000005,519,0,519,"{'Hovedstaden': 217, 'Sjælland': 89, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,89.0,217.0,0.17148362235067438
45699.9824,520,0,520,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.17307692307692307
45777.6456,520,0,520,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.17307692307692307
45855.3088,520,0,520,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.17307692307692307
45932.972,520,0,520,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.17307692307692307
46010.635200000004,520,0,520,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 91, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.17307692307692307
46088.2984,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46165.9616,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46243.624800000005,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46321.288,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46398.9512,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
